,marketCap
RTX,134721806336
RUBY,1175498368
RUN,11451465728
RUSHA,2937595648
RUSHB,3262249216
RUTH,652976768
RVI,126921464
RVLV,6123824640
RVMD,2296550144
RVNC,1020009280
RVP,293523392
RVPH,62554516
RVSB,178027312
RVT,2018555520
RWLK,69638480
RWT,1565753472
RXDX,1407683072
RXRA,424781280
RXRX,3267740672
RXT,3506110976
RY,150661578752
RYAAY,25848666112
RYAM,410203232
RYB,71172648
RYI,1046124416
RYN,5493074944
RYTM,634111872
RZA,9279505408
RZB,10014206976
RZLT,50865388
SA,1508871296
SABR,2859193856
SACH,154249312
SAFE,3874069760
SAFM,4178130176
SAFT,1217069184
SAGE,2400311552
SAH,2120918912
SAIA,9256559616
SAIC,5174597120
SAIL,5525663232
SAL,156426352
SALM,85276392
SAM,5931944448
SAMG,231282448
SAN,62930935808
SANA,4153050624
SANB,424179552
SAND,1340198144
SANM,2565421568
SANW,116817576
SAP,167398637568
SAR,320012992
SASR,2402668032
SATS,2614967552
SAVA,2506145024
SAVE,2500811008
SB,380942720
SBAC,38396497920
SBCF,2061924480
SBEV,56706936
SBFG,137119200
SBGI,1975513600
SBH,2298021376
SBI,137443248
SBII,232222576
SBLK,1847476736
SBNY,18718834688
SBOW,342233792
SBR,637990144
SBRA,3107232768
SBS,4392004096
SBSI,1434858368
SBSW,10751095808
SBT,269402432
SBTX,295125984
SBUX,132336295936
SC,12792304640
SCAQ,244000000
SCCO,46825033728
SCD,268553152
SCHL,1316139392
SCHN,1509729152
SCHW,153869565952
SCI,11612657664
SCKT,42841564
SCL,2796936704
SCLE,420037504
SCM,277147424
SCOA,704015616
SCOB,420468736
SCOR,291276800
SCPH,150181696
SCPL,429642592
SCPS,54102944
SCS,1450426496
SCSC,895016640
SCU,1209697024
SCVL,601510592
SCVX,286720896
SCWX,1724098944
SCX,81655304
SCYX,135750656
SD,494310208
SDAC,384638560
SDC,1514820096
SDGR,3165094144
SDH,54697440
SDHY,459906560
SDIG,2170146816
SDPI,28080908
SE,171354603520
SEAC,40689832
SEAH,667687488
SEAS,4991196672
SEB,4651512320
SECO,65353656
SEDG,18836695040
SEE,10191693824
SEED,57685420
SEEL,211620240
SEER,1903153664
SEIC,9225526272
SELB,394481088
SELF,51335672
SEM,4453732352
SEMR,3343155968
SENEA,436604160
SENEB,442705952
SENS,1615971840
SESN,203092384
SF,7944803840
SFBC,111104352
SFBS,4590541312
SFE,173004992
SFET,31082682
SFIX,3372956672
SFL,1109562496
SFM,2884192768
SFNC,3459583488
SFST,495137952
SFT,480010144
SFUN,47277404
SGA,158480336
SGBX,22401184
SGC,397703840
SGEN,32247556096
SGFY,3483649792
SGH,1394052480
SGLB,28857400
SGMA,44171668
SGMO,1397084416
SGMS,6619314176
SGRP,31242646
SGRY,3063026944
SGTX,158594400
SGU,453044992
SHAC,280887520
SHAK,3548608000
SHBI,230102208
SHC,6677146624
SHEN,1385421568
SHG,16530975744
SHI,4877899776
SHIP,150670336
SHIPW,69511
SHIPZ,152773
SHLS,5970326016
SHLX,4912192000
SHO,2609992704
SHOO,4204055552
SHOP,209372102656
SHW,89946947584
SHYF,1888667776
SI,5239868928
SIBN,707849280
SID,5347926016
SIEB,100106880
SIEN,285302688
SIF,45038256
SIFY,684631872
SIG,5481064960
SIGA,587222592
SIGI,4793540608
SII,1160313984
SILC,312907712
SILK,1728942464
SILV,1357167616
SIM,3986615808
SIMO,2420532736
SINO,57379272
SINT,23971214
SIOX,125066000
SIRI,26835449856
SITC,3461963776
SITE,11055958016
SITM,5039619584
SIVB,40771088384
SIX,3639398400
SJ,191663456
SJI,2776236544
SJM,13898596352
SJR,14657627136
SJT,336981632
SJW,2085293056
SKIL,1095374976
SKLZ,4489540096
SKM,19777153024
SKT,2063653888
SKX,7489289728
SKY,4376564736
SKYT,920051264
SKYW,2353329152
SLAB,9286514688
SLAC,420468736
SLAM,703656256
SLB,45528784896
SLCA,755308608
SLCR,427357568
SLDB,229969248
SLF,33186119680
SLG,5340227584
SLGG,132685312
SLGL,206794128
SLGN,4793524224
SLHG,79215024
SLM,5836615168
SLMBP,3917705984
SLN,696928512
SLNG,97247000
SLNO,60685680
SLP,1116974848
SLQT,1758076416
SLRC,806336064
SLRX,33713768
SLS,110317280
SM,4039293440
SMAR,8943005696
SMBC,493616928
SMBK,402541792
SMCI,2149172224
SMED,139008800
SMFG,45799161856
SMG,9615451136
SMHI,116133128
SMID,121730544
SMIT,22500966
SMLP,209896320
SMLR,623395200
SMM,124056800
SMMF,355435776
SMMT,504213248
SMP,1224321536
SMPL,3851196672
SMSI,313880608
SMTC,5840770048
SMTI,250871024
SMTS,263086384
SMWB,1420761856
SNA,12093911040
SNAP,83251118080
SNBR,2028799488
SNCR,123468288
SNCY,1761756672
SND,90135552
SNDL,1491534080
SNDR,4676858368
SNDX,871611008
SNES,18550100
SNEX,1391523840
SNFCA,173803664
SNGX,36227228
SNII,453697920
SNMP,60079052
SNN,15652339712
SNOA,11404664
SNOW,118321561600
SNP,72917139456
SNPS,53418033152
SNPX,39010404
SNRH,508184992
SNSE,304355584
SNV,7318550016
SNX,5871576064
SNY,128151330816
SO,66126266368
SOFI,17358688256
SOFIW,205081808
SOHO,37938000
SOHOB,64636492
SOHON,64453912
SOHOO,63422796
SOHU,689353920
SOI,344914912
SOJC,26104260608
SOL,597743744
SOLO,440505024
SOLY,440352608
SON,6247123456
SONM,127546032
SONN,12867201
SONO,4065772032
SONY,158462115840
SOR,392732960
SOS,264031968
SOTK,94565856
SP,770187200
SPAQ,687695424
SPB,4467711488
SPCB,15696980
SPCE,4433933312
SPE,150290352
SPFI,473991360
SPG,54488195072
SPGI,112883326976
SPGS,421331264
SPH,950443840
SPI,131003648
SPLK,23222700032
SPLP,750866624
SPNE,501230016
SPNS,2088217728
SPNT,1453781120
SPOK,194400032
SPOT,52247756800
SPPI,318516160
SPR,4782905344
SPRB,83187784
SPRO,492145664
SPSC,5335009280
SPT,7073811456
SPTK,525419968
SPTN,900928896
SPWH,763539520
SPWR,5389555712
SPXC,2949641984
SPXX,313234592
SQ,106897874944
SQFT,35275064
SQM,16668266496
SQNS,202566320
SQSP,6527613440
SQZ,398987136
SR,3202584832
SRAX,119406872
SRC,5513577472
SRCE,1266972544
SRCL,5751560704
SRDX,670171136
SRE,38468640768
SREV,116818200
SRG,655098496
SRGA,95191520
SRI,617695680
SRL,150533632
SRLP,428406592
SRNE,1740057728
SRPT,6583709696
SRRA,276763488
SRRK,1168743552
SRSA,245750000
SRT,185978224
SRTS,91352384
SRV,75610800
SSAA,378557728
SSB,5992308224
SSBI,96749424
SSD,5155453440
SSKN,54081600
SSL,10648343552
SSNC,20154912768
SSNT,31227480
SSP,1653043456
SSRM,4315907072
SSSS,314415872
SSTI,421551136
SSTK,4505050624
SSY,17092524
SSYS,2059097856
ST,9671588864
STAA,5335255552
STAF,64428892
STAG,6809894912
STAR,1839029248
STBA,1255215872
STC,2131356416
STCN,111850984
STE,23418066944
STEM,400514592
STEP,1931540096
STFC,2262049536
STG,741894272
STIM,115146744
STK,622440640
STKL,713565376
STKS,448251904
STL,5209803264
STLA,64616931328
STLD,13659533312
STM,46269698048
STN,6344848384
STNE,9766528000
STNG,958427200
STOK,1034417344
STON,320864800
STOR,9180566528
STRA,1479565056
STRE,316403136
STRL,808416896
STRM,70974288
STRO,882141632
STRR,12551176
STRS,291595328
STRT,164211632
STSA,184446992
STT,34390777856
STTK,511236128
STWD,7487467008
STX,24088883200
STXB,433440768
STXS,511896224
STZ,44351713280
SU,39334350848
SUI,22048206848
SUM,4862395904
SUMO,1728523904
SUMR,25164906
SUN,3981501440
SUNS,251407584
SUNW,157788176
SUP,138429920
SUPN,1763398528
SUPV,341449344
SURF,270995712
SURG,434079360
SUZ,12956707840
SV,286065376
SVA,642436736
SVC,1757023872
SVFA,784875520
SVFB,296575520
SVFC,410810400
SVM,791979264
SVOK,323117440
SVRA,127086960
SVT,28503114
SVVC,31570214
SWAV,7242436096
SWBI,1127049856
SWCH,6343523328
SWET,338100000
SWI,5262802432
SWIM,2763386624
SWIR,700936576
SWK,31594074112
SWKH,239288944
SWKS,26902728704
SWM,1097762048
SWN,3530549760
SWTX,3487753472
SWX,4097798912
SWZ,129084176
SXC,536037248
SXI,1430380032
SXT,4429865984
SXTC,13264812
SY,523184800
SYBT,1733514240
SYBX,145059920
SYF,28530337792
SYK,99107258368
SYN,49529328
SYNA,9223249920
SYNH,10430515200
SYNL,121336256
SYPR,70956472
SYRS,255438848
SYTA,18699782
SYY,38642348032
SZC,131316104
T,176403693568
TA,852599232
TAC,2945098496
TACA,286637504
TACO,310782976
TACT,116552016
TAIT,26590440
TAK,44914929664
TAL,2969677056
TALO,900417792
TALS,627413632
TANH,30276674
TANNI,1030038272
TANNL,1029642688
TANNZ,1038345024
TAOP,42044940
TAP,10544823296
TARA,80510184
TARO,2079119744
TARS,522553760
TASK,5926918656
TAST,164786112
TATT,56798080
TAYD,39716688
TBB,159265898496
TBBK,1792431744
TBCP,518037664
TBI,964641984
TBK,3272584704
TBLT,38444256
TBNK,249879056
TBPH,521580000
TC,42817340
TCAC,246875008
TCBI,3181816576
TCBK,1363310464
TCDA,351908896
TCFC,231307024
TCI,336760704
TCMD,566535424
TCOM,19717066752
TCON,51156600
TCPC,782746944
TCRR,249391936
TCS,658409152
TCVA,506912000
TCX,963527936
TD,136038768640
TDC,5324915712
TDF,633488832
TDG,36474978304
TDOC,20827013120
TDS,2242361088
TDUP,1850832640
TDW,485523072
TDY,20913393664
TEAF,202501408
TEAM,109659684864
TECH,19775651840
TECK,14527313920
TECTP,42866564
TEDU,38673412
TEF,24278145024
TEI,375347488
TEKK,306250016
TEL,54675353600
TELA,180793808
TELL,1585271936
TEN,1047561216
TENB,5787442688
TENX,34543420
TEO,2351829504
TER,24872562688
TERN,212834384
TESS,55093384
TEVA,10177027072
TEX,3381810176
TFC,85088665600
TFFP,167023920
TFII,10442408960
TFSL,5556196352
TFX,15791212544
TG,409180384
TGA,232134704
TGB,581433728
TGH,1878483712
TGI,1375598848
TGLS,1529169280
TGNA,4673764352
TGP,1468559872
TGS,796404992
TGT,130958385152
TGTX,3726267136
TH,465685600
THC,8565625856
THCA,197807248
THFF,600492480
THG,4608610304
THM,167601392
THMA,275310016
THMO,18582408
THO,6311746560
THQ,1022885504
THR,626931008
THRM,2834940928
THRY,1200905984
THS,2131057920
THTX,331115040
THW,624191808
TIG,453434112
TIGO,3681934336
TIGR,1165040768
TIL,2823977728
TILE,990833344
TIMB,5664683520
TINV,351900000
TIOA,422625024
TIPT,486146528
TIRX,37128924
TISI,47266900
TITN,757139200
TIXT,9377488896
TJX,83597688832
TK,358021280
TKAT,59828112
TKC,3728830720
TKR,5889861120
TLGA,487434688
TLIS,129085312
TLK,25448775680
TLMD,284255840
TLRY,5630501376
TLS,1197900544
TLSA,142032656
TLYS,494042112
TM,259419389952
TMAC,280312512
TMBR,18719928
TMCI,1092454528
TMDI,100075728
TMDX,696094592
TME,14352992256
TMHC,4247810560
TMKR,340522400
TMO,255110561792
TMP,1259174400
TMPM,124067840
TMQ,270549376
TMST,680510272
TMUS,148370391040
TMX,5286577664
TNC,1557901696
TNDM,8872032256
TNET,7134318592
TNK,434209344
TNL,4818922496
TNP,149478496
TNXP,179814304
TOL,8071035392
TOMZ,22275238
TOPS,47200916
TOUR,155628896
TOWN,2375049216
TPB,748260224
TPC,744632704
TPGS,389309984
TPGY,479014368
TPH,3068365824
TPHS,61665640
TPIC,823806080
TPL,9946577920
TPR,12782850048
TPTX,2202617600
TPVG,582617280
TPX,8957213696
TPZ,97460984
TR,2122987776
TRC,551904704
TRCA,264635056
TREB,643808768
TREC,219301712
TREE,1854510208
TREX,15138955264
TRGP,12426256384
TRHC,310541248
TRI,60386156544
TRIB,41176152
TRIL,1902361984
TRIN,468763552
TRIP,4227348480
TRIT,494599648
TRKA,81314768
TRMB,22263103488
TRMD,633316672
TRMK,2121447552
TRMR,1174419968
TRN,3077808384
TRNO,5332677120
TRNS,704325760
TROW,49000894464
TROX,3679030016
TRP,48045924352
TRQ,2653915392
TRS,1639785216
TRST,652147648
TRT,28056640
TRTN,4177737728
TRTX,1009659008
TRU,22202277888
TRUE,381392320
TRUP,5381297664
TRV,40151416832
TRVG,925919360
TRVI,21322212
TRVN,131774152
TRX,116170208
TS,13703159808
TSBK,238510192
TSC,999047488
TSCAP,570557568
TSCBP,645106880
TSCO,26374606848
TSE,2237370880
TSEM,3994482944
TSHA,563833216
TSI,276940736
TSIB,367124992
TSLA,1011429081088
TSLX,1779160576
TSM,610479374336
TSN,30550577152
TSP,8481314304
TSPQ,567748416
TSQ,214036480
TSRI,20032632
TT,46516674560
TTC,11082091520
TTCF,1315607424
TTD,5178923008
TTE,133826101248
TTEC,4058782464
TTEK,9862608896
TTGT,3044563456
TTI,410141888
TTM,26591084544
TTMI,1541377792
TTNP,14993386
TTOO,103274304
TTP,60792400
TTSH,434534400
TTWO,20720259072
TU,31177742336
TUEM,239608192
TUFN,370649664
TUP,893998784
TURN,78529664
TUSK,131172768
TUYA,3549997824
TV,5541383168
TVAC,218859360
TVC,13665750
TVE,13657875
TVTX,1761737344
TVTY,1335950208
TW,22387650560
TWI,501990240
TWIN,178640544
TWLO,52474982400
TWN,286953984
TWND,412753536
TWNI,420468736
TWNK,2444694272
TWO,1673822208
TWOA,272873248
TWOU,1953864832
TWST,5566092800
TWTR,41742041088
TX,7854282752
TXG,17262362624
TXMD,232021424
TXN,175418769408
TXRH,6286588416
TXT,17250938880
TY,1858027904
TYG,360344224
TYL,22562314240
TYME,158637088
TZOO,115270488
TZPS,350750016
U,54188232704
UA,10906130432
UAA,11307283456
UAL,15932980224
UAMY,83782000
UAN,812099200
UAVS,184050720
UBA,787269888
UBCP,90396408
UBER,85718171648
UBFO,136592704
UBOH,96035760
UBP,842188416
UBS,63468220416
UBSI,4973276160
UBX,148663072
UCBI,3121426432
UCL,80913688
UCTT,2619804928
UDR,16744462336
UE,2144501504
UEC,1125958144
UEIC,559664576
UEPS,328539712
UFAB,26540612
UFCS,553140224
UFI,417141152
UFPI,5510410752
UFPT,511804736
UFS,2719228416
UG,65443792
UGI,9405403136
UGP,2616904448
UGRO,146047472
UHAL,14773888000
UHS,10921883648
UHT,809248576
UI,19107106816
UIHC,206415616
UIS,1362232320
UK,84785872
UL,136640143360
ULBI,98021056
ULCC,3555239424
ULH,565309504
ULTA,22967478272
UMBF,5131495936
UMC,27753302016
UMH,1096369536
UMPQ,4649052672
UNAM,17506104
UNB,143989312
UNF,3775086080
UNFI,2863138560
UNH,430115127296
UNIT,3257352960
UNM,5381750272
UNMA,6041445376
UNP,162262646784
UNTY,278561280
UNVR,4914631168
UONE,208631584
UONEK,262694512
UPC,48720000
UPLD,702538688
UPS,187019476992
UPST,18310121472
UPWK,5617236480
URBN,3702571264
URG,349422688
URGN,304290304
URI,27953868800
UROY,407309280
USA,1947749504
USAC,1471433984
USAK,205154416
USAP,82010240
USAS,130469112
USAU,73768848
USB,90044547072
USDP,175730688
USEG,18588292
USFD,7522817024
USIO,148832640
USLM,760866688
USM,2745237504
USNA,2076690176
USPH,1260642688
USWS,164834192
USX,446639840
UTF,2663053312
UTG,1880327296
UTHR,9120852992
UTI,241181424
UTL,627355840
UTMD,400946848
UTME,42127696
UTSI,44247092
UTZ,2191403264
UUU,9829782
UUUU,1477632384
UVE,482597824
UVSP,880212800
UVV,1202946176
UWMC,10778717184
UXIN,960578240
V,468898611200
VABK,201388048
VAC,7196062208
VACC,436997984
VALE,62233112576
VALU,425764256
VAPO,558394944
VAQC,563176960
VBF,231261840
VBFC,84854376
VBIV,748604288
VBLT,142574032
VBTX,2120478720
VC,3514581504
VCEL,1900116096
VCF,69364016
VCIF,108990000
VCKA,174052496
VCNX,52775864
VCRA,1963020160
VCTR,2686811392
VCV,681123200
VCYT,3111915264
VEC,570109440
VECO,1355682944
VECT,172854368
VEEV,48406511616
VEL,269434272
VELO,281140512
VENA,60863004
VEON,3340838144
VERA,462832192
VERB,134965584
VERBW,9403290
VERI,903371904
VERO,89755536
VERU,704403008
VERV,2062287616
VERX,3130086912
VERY,120859376
VET,1593592064
VFC,30648496128
VFF,701162880
VFL,63103812
VG,4315092480
VGI,134898480
VGII,493565632
VGM,744464576
VGR,2527256064
VGZ,80380640
VHAQ,251567040
VHC,286366176
VHI,759952640
VIAC,22936113152
VIACA,23077158912
VIAO,194140496
VIAV,3543904512
VICI,15745339392
VICR,7046404096
VIEW,1037584576
VII,280887520
VINC,227992256
VINO,22674358
VINP,704021248
VIOT,319502624
VIPS,8663209984
VIR,4384062464
VIRC,54123240
VIRI,44734192
VIRT,5486424064
VIRX,224039904
VISL,81484536
VIST,500028640
VITL,788844928
VIV,14899874816
VIVE,22189612
VIVO,875915968
VJET,51099020
VKI,538470144
VKQ,750695104
VKTX,461572160
VLDR,1202413184
VLGEA,331569408
VLO,31858755584
VLON,31751242
VLRS,1930333696
VLT,95472680
VLY,5944185856
VLYPO,3410961152
VLYPP,3637957120
VMAC,129839600
VMAR,53218004
VMC,26838130688
VMD,225194832
VMI,5359710720
VMM,160494752
VMO,915488832
VMW,52571426816
VNCE,121959624
VNDA,974005376
VNE,3942762752
VNET,2497876736
VNO,8718931968
VNOM,3646082560
VNRX,213157600
VNT,5659796480
VNTR,331427200
VOC,84685504
VOD,44774121472
VOLT,71687312
VOR,663912960
VOSO,282037504
VOXX,302325664
VOYA,8158846464
VPCB,317195520
VPCC,315751008
VPG,520178048
VPV,320387616
VRA,363703680
VRAY,1011683712
VRCA,326585376
VRDN,157297088
VREX,1030838976
VRM,2702511104
VRME,28407932
VRNA,310129856
VRNS,6406273024
VRNT,3136201728
VRPX,21016888
VRRM,2641597184
VRS,778059008
VRSK,35861016576
VRSN,27188477952
VRT,9473487872
VRTS,2493379072
VRTV,2325096448
VRTX,48218972160
VS,46892232
VSAT,3674503424
VSEC,795155904
VSH,3149573888
VST,9859229696
VSTA,252770336
VSTM,544983296
VSTO,2759848192
VTAQ,215732816
VTGN,417860992
VTIQ,337755008
VTIQU,283016000
VTN,265092848
VTNR,248610224
VTOL,1074345088
VTR,20145072128
VTRS,16649290752
VTRU,317422816
VTSI,88806600
VTVT,120192040
VUZI,927170176
VVI,961719104
VVNT,2524919296
VVOS,80640776
VVPR,87637536
VVR,691700160
VVV,6504321536
VWE,645125248
VWTR,225757968
VXRT,786230080
VYGG,635726464
VYGR,126012184
VYNE,63463440
VYNT,63818036
VZ,217044811776
VZIO,3920432384
W,27419160576
WAB,18241142784
WABC,1531785344
WAFD,2563843072
WAFU,25453346
WAL,12211085312
WALD,424600992
WASH,1005977600
WAT,21699758080
WATT,114278560
WB,9970628608
WBA,42173784064
WBK,60698857472
WBS,5307665920
WBT,3360815360
WCC,6924432384
WCN,35729162240
WD,4718030336
WDAY,74418634752
WDC,17896855552
WDFC,3215712768
WDH,740840512
WEA,167747072
WEC,28461701120
WEI,61301508
WELL,34733572096
WEN,4842228224
WERN,3216601088
WES,9060558848
WETF,1023209280
WEX,6583235072
WEYS,229465024
WF,8166443008
WFC,209390764032
WFCF,69011416
WFG,10329468928
WFRD,2173726208
WGO,2526399232
WH,7976724480
WHD,3133988352
WHF,316183904
WHG,151875856
WHLM,28469034
WHLR,24946322
WHLRD,15586381
WHLRP,8488112
WHR,14838006784
WIA,332062912
WILC,304796640
WIMI,429195936
WINA,995860864
WING,5037711360
WINT,45162212
WIRE,2970897664
WISA,25440110
WISH,3110475008
WIT,49875456000
WIW,847399808
WIX,10966707200
WK,7175949824
WKEY,115787384
WKHS,843344896
WKME,1853059968
WKSP,971225600
WLDN,506312672
WLFC,248193968
WLK,13180293120
WLKP,871876800
WLL,2676774912
WLMS,127019888
WLTW,29806585856
WM,69313257472
WMB,34244083712
WMC,144807200
WMG,22560839680
WMK,1735215872
WMPN,184067920
WMS,9406812160
WMT,401225809920
WNC,962339456
WNEB,233793840
WNS,4396055040
WNW,104250000
WOOF,7409532416
WOR,2963250944
WORX,15946746
WOW,1657087104
WPC,13956904960
WPCA,350025696
WPCB,671533312
WPM,20290330624
WPP,17825982464
WPRT,459130560
WRAP,209095696
WRB,14456550400
WRE,2167836672
WRK,13115240448
WRLD,1516976256
WRN,198100960
WSBC,2392407296
WSBF,554101312
WSC,9207050240
WSFS,2605053184
WSM,16445825024
WSO,11838133248
WSR,420932576
WST,32329611264
WSTG,139886688
WTBA,542831936
WTER,125145448
WTFC,5304832000
WTFCM,3968673792
WTI,572450240
WTM,3417561856
WTRG,11606632448
WTRH,144815712
WTRU,9114449920
WTS,6857395712
WTT,44857352
WTTR,662289920
WU,7180326400
WVE,218126128
WVFC,29777098
WVVI,76180712
WVVIP,58774868
WW,1509292160
WWD,7372995584
WWE,4187609600
WWR,111236872
WWW,2858369792
WY,28097808384
WYNN,11270041600
WYY,42227136
X,6819456512
XAIR,318335392
XBIO,14344571
XBIT,415261792
XCUR,70834848
XEL,34727804928
XELA,90267800
XELB,28506736
XENE,1294018048
XENT,893636288
XERS,151991872
XFLT,167072480
XFOR,113843056
XGN,206525264
XHR,2015468672
XIN,69210848
XL,705373952
XLNX,53537259520
XLRN,10563552256
XM,19460366336
XNCR,2158968320
XNET,201594368
XOM,275311329280
XOMA,295827008
XP,18057605120
XPDI,592321856
XPEL,2110430976
XPER,2063246592
XPEV,39697993728
XPL,29798840
XPO,8744736768
XPOA,334167168
XRAY,11898331136
XRX,3824544000
XSPA,153752608
XTLB,18485460
XTNT,89308512
XXII,512086080
XYF,253109088
XYL,23596304384
Y,9655796736
YAC,429298656
YALA,1309763072
YCBD,99049376
YELL,707750592
YELP,2873863424
YETI,9043194880
YEXT,1471373824
YGMZ,43767844
YI,456375520
YJ,187732160
YMAB,848577984
YMTX,51624648
YNDX,28835676160
YORW,640125632
YPF,1626349312
YQ,154994352
YRD,288904960
YSAC,172864720
YSG,2055900416
YTEN,27409486
YTPG,533332992
YTRA,159121200
YUM,37907902464
YUMC,23057238016
YVR,22208244
YY,4298168832
Z,15438209024
ZBH,27570700288
ZBRA,32053805056
ZCMD,43392904
ZDGE,162861008
ZEAL,1106290176
ZEN,12211458048
ZEPP,516849056
ZEST,82470864
ZETA,1753219840
ZEUS,269012224
ZEV,616594048
ZG,15277377536
ZGNX,832227840
ZGYH,92050528
ZH,5042314752
ZI,29712050176
ZIM,5534949888
ZION,10893763584
ZIOP,296346880
ZIP,3327325952
ZIVO,32716166
ZIXI,483292384
ZKIN,52994648
ZLAB,8402320384
ZM,78151909376
ZME,238870048
ZNGA,8034573312
ZNH,12483317760
ZNTE,291812480
ZNTL,3181652736
ZOM,489004800
ZS,48263262208
ZSAN,65872524
ZTO,23990816768
ZTR,445916288
ZTS,104116404224
ZUMZ,1336873728
ZUO,2761825024
ZVO,54665572
ZWRK,280600000
ZY,970184512
ZYME,873998144
ZYNE,169543664
ZYXI,522177792
